Provider.ID,Hospital.name,PAYM_30_AMI,PAYM_30_HF,PAYM_30_PN,PAYM_90_HIP_KNEE,HAI.2.Measure.Score,Combined.SSI.Measure.Score,HAI.3.Measure.Score,HAI.4.Achievement.Threshold,HAI.4.Benchmark,HAI.4.Baseline.Rate,HAI.4.Performance.Rate,HAI.5.Improvement.Points,HAI.5.Measure.Score,ED_1b,ED_2b,EDV,OP_22,OP_29,OP_30,lat,adress_search,geoAddress,ZIP.Code
460006,LDS HOSPITAL,Not Available,"$16,400","$16,913","$20,721",10 out of 10,4 out of 10,5 out of 10,0.71,0,1.739,1.6,0 out of 9,2 out of 10,244,66,"Very High (60,000+ patients annually)",1,97,100,40.7784071,"LDS HOSPITAL, 8TH AVENUE AND C STREET, SALT LAKE CITY, UT","e 8th ave & c street, salt lake city, ut 84143, usa",84143
460007,CEDAR CITY HOSPITAL,Not Available,"$15,457","$14,912","$18,447",Not Available,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,Not Available,Not Available,228,67,"Low (0 - 19,999 patients annually)",1,96,99,37.6996752,"CEDAR CITY HOSPITAL, 1303 NORTH MAIN STREET, CEDAR CITY, UT","9746, 1303 n main st, cedar city, ut 84721, united states",84721
460009,UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND CLINICS,"$25,051","$19,028","$17,539","$22,182",0 out of 10,2 out of 10,2 out of 10,0.71,0,1.477,3.356,0 out of 9,1 out of 10,334,61,"High (40,000 - 59,999 patients annually)",2,76,96,40.7718094,"UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND CLINICS, 50 NORTH MEDICAL DRIVE, SALT LAKE CITY, UT","50 n medical dr, salt lake city, ut 84112, usa",84132
460010,INTERMOUNTAIN MEDICAL CENTER,"$22,236","$16,989","$17,215","$22,615",4 out of 10,2 out of 10,0 out of 10,0.71,0,2.151,0.456,0 out of 9,0 out of 10,254,68,"Very High (60,000+ patients annually)",1,100,100,40.659915,"INTERMOUNTAIN MEDICAL CENTER, 5121 SOUTH COTTONWOOD STREET, MURRAY, UT","5121 cottonwood st, murray, ut 84107, usa",84107
460011,CASTLEVIEW HOSPITAL,Not Available,"$16,620","$14,868","$20,775",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,188,36,"Low (0 - 19,999 patients annually)",23,94,98,39.6052749,"CASTLEVIEW HOSPITAL, 300 NORTH HOSPITAL DRIVE, PRICE, UT","300 hospital dr, price, ut 84501, usa",84501
460013,MOUNTAIN VIEW HOSPITAL,"$22,752","$16,082","$14,319","$26,129",10 out of 10,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,182,56,"Low (0 - 19,999 patients annually)",0,98,91,40.043953,"MOUNTAIN VIEW HOSPITAL, 1000 EAST 100 NORTH, PAYSON, UT","1000 e 100 n, payson, ut 84651, usa",84651
460014,MOUNTAIN WEST MEDICAL CENTER,Not Available,"$15,950","$14,340","$23,052",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,214,67,"Low (0 - 19,999 patients annually)",2,96,100,40.5667333,"MOUNTAIN WEST MEDICAL CENTER, 2055 NORTH MAIN STREET, TOOELE, UT","2055 n main st, tooele, ut 84074, usa",84074
460015,LOGAN REGIONAL HOSPITAL,"$22,437","$14,830","$16,319","$22,272",10 out of 10,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,248,95,"Low (0 - 19,999 patients annually)",0,94,97,41.7556002,"LOGAN REGIONAL HOSPITAL, 500 EAST 1400 NORTH, LOGAN, UT","500 e 1400 n, logan, ut 84341, usa",84341
460017,BRIGHAM CITY COMMUNITY HOSPITAL,Not Available,Not Available,"$17,139","$24,471",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,173,49,"Low (0 - 19,999 patients annually)",1,96,96,41.4912047,"BRIGHAM CITY COMMUNITY HOSPITAL, 950 SOUTH MEDICAL DRIVE, BRIGHAM CITY, UT","950 medical dr, brigham city, ut 84302, usa",84302
460019,UINTAH BASIN MEDICAL CENTER,Not Available,"$13,376","$14,771","$22,498",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,192,54,"Low (0 - 19,999 patients annually)",0,94,87,40.3034177,"UINTAH BASIN MEDICAL CENTER, 250 WEST 300 NORTH, ROOSEVELT, UT","250 w 300 n, roosevelt, ut 84066, usa",84066
460021,DIXIE REGIONAL MEDICAL CENTER,"$23,285","$16,333","$16,156","$20,974",10 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,0 out of 9,0 out of 10,233,79,"High (40,000 - 59,999 patients annually)",1,93,97,37.0978117,"DIXIE REGIONAL MEDICAL CENTER, 1380 EAST MEDICAL CENTER DRIVE, ST GEORGE, UT","2123, 1380 e, s medical center dr, st george, ut 84790, united states",84790
460023,AMERICAN FORK HOSPITAL,Not Available,"$16,072","$16,650","$21,788",Not Available,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,Not Available,Not Available,229,93,"Medium (20,000 - 39,999 patients annually)",1,100,100,40.3798066,"AMERICAN FORK HOSPITAL, 170 NORTH 1100 EAST, AMERICAN FORK, UT","2096, 170 n 1100 e, american fork, ut 84003, united states",84003
460026,SEVIER VALLEY HOSPITAL,Not Available,"$16,764","$15,734","$23,919",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,252,72,"Low (0 - 19,999 patients annually)",5,89,98,38.7826463,"SEVIER VALLEY HOSPITAL, 1000 NORTH MAIN STREET, RICHFIELD, UT","1000 n main st, richfield, ut 84701, usa",84701
460030,ASHLEY REGIONAL MEDICAL CENTER,Not Available,"$14,404","$13,645","$21,606",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,177,46,"Low (0 - 19,999 patients annually)",1,75,77,40.457935,"ASHLEY REGIONAL MEDICAL CENTER, 150 WEST 100 NORTH, VERNAL, UT","150 w 100 n, vernal, ut 84078, usa",84078
460039,BEAR RIVER VALLEY HOSPITAL,Not Available,Not Available,"$12,342",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,85,"Low (0 - 19,999 patients annually)",1,95,96,41.7240965,"BEAR RIVER VALLEY HOSPITAL, 905 NORTH 1000 WEST, TREMONTON, UT","9356, 905 n 1000 w, tremonton, ut 84337, united states",84337
460041,DAVIS HOSPITAL AND MEDICAL CENTER,"$24,189","$17,421","$16,721","$26,619",6 out of 10,7 out of 10,4 out of 10,0.71,0,Not Available,0,Not Available,Not Available,197,56,"Medium (20,000 - 39,999 patients annually)",1,Not Available,Not Available,41.0909507,"DAVIS HOSPITAL AND MEDICAL CENTER, 1600 WEST ANTELOPE DRIVE, LAYTON, UT","1600 antelope dr, layton, ut 84041, usa",84041
460042,LAKEVIEW HOSPITAL,"$21,710","$15,630","$18,084","$21,138",10 out of 10,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,213,69,"Low (0 - 19,999 patients annually)",0,Not Available,Not Available,40.8858634,"LAKEVIEW HOSPITAL, 630 EAST MEDICAL DRIVE, BOUNTIFUL, UT","630 east medical drive, bountiful, ut 84010, usa",84010
460043,OREM COMMUNITY HOSPITAL,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,"Low (0 - 19,999 patients annually)",1,Not Available,Not Available,40.3026161,"OREM COMMUNITY HOSPITAL, 331 NORTH 400 WEST, OREM, UT","331 n 400 w, orem, ut 84057, usa",84057
460044,ALTA VIEW HOSPITAL,Not Available,"$17,439","$15,791","$24,278",Not Available,0 out of 10,0 out of 10,0.71,0,0,Not Available,Not Available,Not Available,233,71,"Medium (20,000 - 39,999 patients annually)",1,94,100,40.5769852,"ALTA VIEW HOSPITAL, 9660 SOUTH 1300 EAST, SANDY, UT","3762, 9660 s 1300 e, sandy, ut 84094, united states",84094
460047,ST MARK'S HOSPITAL,"$24,930","$16,944","$17,502","$24,132",8 out of 10,5 out of 10,6 out of 10,0.71,0,0.36,0.468,0 out of 9,0 out of 10,189,61,"High (40,000 - 59,999 patients annually)",0,71,85,40.6860818,"ST MARK'S HOSPITAL, 1200 EAST 3900 SOUTH, SALT LAKE CITY, UT","1200 e 3900 s, salt lake city, ut 84124, usa",84124
460049,THE ORTHOPEDIC SPECIALTY HOSPITAL,Not Available,Not Available,Not Available,"$22,559",NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,40.6443361,"THE ORTHOPEDIC SPECIALTY HOSPITAL, 5848 SOUTH 300 EAST, MURRAY, UT","5848 s fashion blvd (300 e), murray, ut 84107, united states",84107
460051,JORDAN VALLEY MEDICAL CENTER,"$22,562","$16,679","$17,216","$24,881",0 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,0 out of 9,0 out of 10,253,86,"Very High (60,000+ patients annually)",1,76,58,40.5901988,"JORDAN VALLEY MEDICAL CENTER, 3580 WEST 9000 SOUTH, WEST JORDAN, UT","3580 w 9000 s, west jordan, ut 84088, usa",84088
460052,TIMPANOGOS REGIONAL HOSPITAL,"$23,508","$18,459","$15,489","$23,779",10 out of 10,0 out of 10,Not Available,0.71,0,Not Available,0.782,Not Available,Not Available,144,34,"Low (0 - 19,999 patients annually)",0,98,81,40.3137631,"TIMPANOGOS REGIONAL HOSPITAL, 750 WEST 800 NORTH, OREM, UT","750 west 800 north, orem, ut 84057, usa",84057
460054,CACHE VALLEY  HOSPITAL,Not Available,Not Available,Not Available,"$21,783",NA,NA,NA,NA,NA,NA,NA,NA,NA,226,72,"Low (0 - 19,999 patients annually)",0,Not Available,Not Available,41.7757044,"CACHE VALLEY  HOSPITAL, 2380 NORTH 400 EAST, NORTH LOGAN, UT","2380 n 400 e, north logan, ut 84341, usa",84341
460057,PARK CITY HOSPITAL,Not Available,Not Available,"$14,584","$22,702",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,249,140,"Low (0 - 19,999 patients annually)",0,98,67,40.6876049,"PARK CITY HOSPITAL, 900 ROUND VALLEY DRIVE, PARK CITY, UT","7552, 900 round valley dr, park city, ut 84060, united states",84060
460058,RIVERTON HOSPITAL,Not Available,"$16,707","$19,461","$24,479",Not Available,0 out of 10,Not Available,0.71,0,0,1.125,Not Available,Not Available,250,71,"Medium (20,000 - 39,999 patients annually)",0,100,100,40.5204965,"RIVERTON HOSPITAL, 3741 WEST 12600 SOUTH, RIVERTON, UT","3741 12600 s, riverton, ut 84065, usa",84065
460060,LONE PEAK HOSPITAL,Not Available,Not Available,"$17,979","$25,055",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,154,40,"Low (0 - 19,999 patients annually)",0,79,88,40.5353821,"LONE PEAK HOSPITAL, 11925 S STATE STREET, DRAPER, UT","11800 state st, draper, ut 84020, usa",84020
461300,DELTA COMMUNITY HOSPITAL,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,45,Not Available,Not Available,Not Available,Not Available,39.349961,"DELTA COMMUNITY HOSPITAL, 126 SOUTH WHITE SAGE AVENUE, DELTA, UT","126 white sage ave, delta, ut 84624, usa",84624
461301,FILLMORE COMMUNITY HOSPITAL,Not Available,Not Available,"$16,495",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,298,64,"Low (0 - 19,999 patients annually)",0,92,Not Available,38.9546692,"FILLMORE COMMUNITY HOSPITAL, 674 SOUTH HIGHWAY 99, FILLMORE, UT","674 ut-99, fillmore, ut 84631, usa",84631
461302,MOAB REGIONAL HOSPITAL,Not Available,Not Available,"$15,045",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,38.5751964,"MOAB REGIONAL HOSPITAL, 450 WEST WILLIAMS WAY, MOAB, UT","450 williams way, moab, ut 84532, usa",84532
461303,SANPETE VALLEY HOSPITAL - CAH,Not Available,Not Available,"$15,306",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,107,"Low (0 - 19,999 patients annually)",0,100,100,39.5315062,"SANPETE VALLEY HOSPITAL - CAH, 1100 SOUTH MEDICAL DRIVE, MOUNT PLEASANT, UT","1100 s medical dr, mt pleasant, ut 84647, usa",84647
461304,CENTRAL VALLEY MEDICAL CENTER - CAH,Not Available,Not Available,"$12,760","$26,011",NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,"Low (0 - 19,999 patients annually)",1,Not Available,Not Available,39.7314885,"CENTRAL VALLEY MEDICAL CENTER - CAH, 48 WEST 1500 NORTH, NEPHI, UT","48 w 1500 n, nephi, ut 84648, usa",84648
461305,MILFORD VALLEY MEMORIAL HOSPITAL,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,38.4071831,"MILFORD VALLEY MEMORIAL HOSPITAL, 850 NORTH MAIN STREET, MILFORD, UT","850 n main st, milford, ut 84751, usa",84751
461306,GUNNISON VALLEY HOSPITAL,Not Available,"$15,994","$13,360",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,39.1559356,"GUNNISON VALLEY HOSPITAL, 64 EAST 100 NORTH, GUNNISON, UT","64 e 100 n st, gunnison, ut 84634, usa",84634
461307,HEBER VALLEY HOSPITAL,Not Available,Not Available,"$18,268",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,111,Not Available,Not Available,Not Available,Not Available,40.4902498,"HEBER VALLEY HOSPITAL, 1485 SOUTH HIGHWAY 40, HEBER CITY, UT","1485 s highway 40, heber city, ut 84032, united states",84032
461308,SAN JUAN HOSPITAL,Not Available,Not Available,"$16,745","$21,833",NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,37.8744239,"SAN JUAN HOSPITAL, 380 WEST 100 NORTH, MONTICELLO, UT","380 w 100 n, monticello, ut 84535, usa",84535
461309,KANE COUNTY HOSPITAL,Not Available,Not Available,"$15,143",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,62,Not Available,Not Available,Not Available,Not Available,37.0544497,"KANE COUNTY HOSPITAL, 355 NORTH MAIN STREET, KANAB, UT","355 n main st, kanab, ut 84741, usa",84741
461310,BLUE MOUNTAIN HOSPITAL,Not Available,Not Available,"$13,194",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,37.6128879,"BLUE MOUNTAIN HOSPITAL, 802 SOUTH 200 WEST, BLANDING, UT","802 s 200 w, blanding, ut 84511, usa",84511
461333,GARFIELD MEMORIAL HOSPITAL,Not Available,Not Available,"$11,853",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,23,"Low (0 - 19,999 patients annually)",0,Not Available,84,37.8265135,"GARFIELD MEMORIAL HOSPITAL, 200 NORTH 400 EAST, PANGUITCH, UT","200 n 400 e st, panguitch, ut 84759, usa",84759
461335,BEAVER VALLEY HOSPITAL,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,38.2889576,"BEAVER VALLEY HOSPITAL, 1109 NORTH 100 WEST, BEAVER, UT","1109 n 100 w st, beaver, ut 84713, usa",84713
463301,PRIMARY CHILDRENS HOSPITAL,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,40.7713902,"PRIMARY CHILDRENS HOSPITAL, 100 NORTH MARIO CAPECCHI DRIVE, SALT LAKE CITY, UT","1103, 100 n mario capecchi dr, salt lake city, ut 84113, united states",84113
463302,SHRINERS HOSPITALS FOR CHILDREN - S L C,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,40.7774258,"SHRINERS HOSPITALS FOR CHILDREN - S L C, 1275 E FAIRFAX ROAD, SALT LAKE CITY, UT","1275 e fairfax rd, salt lake city, ut 84103, usa",84103
470001,CENTRAL VERMONT MEDICAL CENTER,"$21,646","$14,307","$16,279","$22,720",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,323,167,"Medium (20,000 - 39,999 patients annually)",0,97,100,44.2107389,"CENTRAL VERMONT MEDICAL CENTER, BOX 547, BARRE, VT","246 granger rd # 2, barre, vt 05641, usa",5641
470003,UNIVERSITY OF VERMONT MEDICAL CENTER,"$23,303","$16,339","$15,585","$21,619",7 out of 10,2 out of 10,3 out of 10,0.71,0,2.284,2.345,0 out of 9,2 out of 10,355,133,"Very High (60,000+ patients annually)",3,96,100,44.4797124,"UNIVERSITY OF VERMONT MEDICAL CENTER, 111 COLCHESTER AVE, BURLINGTON, VT","111 colchester ave, burlington, vt 05401, usa",5401
470005,RUTLAND REGIONAL MEDICAL CENTER,"$23,558","$14,935","$16,255","$19,594",5 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,0 out of 9,1 out of 10,290,116,"Medium (20,000 - 39,999 patients annually)",1,100,100,43.598277,"RUTLAND REGIONAL MEDICAL CENTER, 160 ALLEN ST, RUTLAND, VT","160 allen st, rutland, vt 05701, usa",5701
470011,BRATTLEBORO MEMORIAL HOSPITAL,"$22,659","$15,003","$13,835","$20,047",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,310,120,"Low (0 - 19,999 patients annually)",2,96,100,42.8431694,"BRATTLEBORO MEMORIAL HOSPITAL, 17 BELMONT AVE, BRATTLEBORO, VT","17 belmont ave, brattleboro, vt 05301, usa",5301
470012,SOUTHWESTERN VERMONT MEDICAL CENTER,"$21,434","$14,395","$16,177","$20,925",Not Available,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,Not Available,Not Available,292,130,"Medium (20,000 - 39,999 patients annually)",2,85,98,42.8738666,"SOUTHWESTERN VERMONT MEDICAL CENTER, 100 HOSPITAL DRIVE, BENNINGTON, VT","100 hospital dr, bennington, vt 05201, usa",5201
470024,NORTHWESTERN MEDICAL CENTER INC,"$22,420","$15,065","$16,159","$18,724",Not Available,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,Not Available,Not Available,226,54,"Medium (20,000 - 39,999 patients annually)",1,100,100,44.8078032,"NORTHWESTERN MEDICAL CENTER INC, 133 FAIRFIELD STREET, SAINT ALBANS, VT","133 fairfield st, st albans city, vt 05478, usa",5478
471300,GRACE COTTAGE HOSPITAL,Not Available,Not Available,"$23,976",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,43.0489148,"GRACE COTTAGE HOSPITAL, PO BOX 216, TOWNSHEND, VT","185 grafton rd, townshend, vt 05353, usa",5353
471301,GIFFORD MEDICAL CENTER,"$22,152","$14,727","$14,648","$21,670",NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,"Low (0 - 19,999 patients annually)",1,96,94,43.9164865,"GIFFORD MEDICAL CENTER, 44 SOUTH MAIN STREET, RANDOLPH, VT","44 s main st, randolph, vt 05060, usa",5060
471302,MT ASCUTNEY HOSPITAL,Not Available,"$16,285","$16,400",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,43.487438,"MT ASCUTNEY HOSPITAL, 289 COUNTY ROAD, WINDSOR, VT","289 county rd, windsor, vt 05089, usa",5089
471303,NORTHEASTERN VERMONT REGIONAL HOSPITAL,"$22,521","$14,900","$15,165","$22,239",NA,NA,NA,NA,NA,NA,NA,NA,NA,244,79,Not Available,Not Available,Not Available,Not Available,44.4456679,"NORTHEASTERN VERMONT REGIONAL HOSPITAL, 1315 HOSPITAL DRIVE, SAINT JOHNSBURY, VT","1315 hospital dr, st johnsbury, vt 05819, usa",5819
471304,NORTH COUNTRY HOSPITAL AND HEALTH CENTER,"$23,388","$14,805","$14,360","$20,956",NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,"Low (0 - 19,999 patients annually)",0,Not Available,Not Available,44.9556227,"NORTH COUNTRY HOSPITAL AND HEALTH CENTER, 189 PROUTY DRIVE, NEWPORT, VT","189 prouty dr, newport, vt 05855, usa",5855
471305,COPLEY HOSPITAL,Not Available,"$14,788","$13,772","$20,449",NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,44.5535039,"COPLEY HOSPITAL, 528 WASHINGTON HIGHWAY, MORRISVILLE, VT","528 washington hwy, morrisville, vt 05661, usa",5661
471306,SPRINGFIELD HOSPITAL,"$23,128","$14,259","$15,479","$23,531",NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,43.29803,"SPRINGFIELD HOSPITAL, PO BOX 2003, SPRINGFIELD, VT","25 ridgewood rd, springfield, vt 05156, usa",5156
471307,"PORTER HOSPITAL, INC",Not Available,"$14,603","$15,135","$22,368",NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,43.999714,"PORTER HOSPITAL, INC, 115 PORTER DRIVE, MIDDLEBURY, VT","115 porter dr, middlebury, vt 05753, usa",5753
480001,"ROY LESTER SCHNEIDER HOSPITAL,THE","$19,843","$12,154","$15,734","$19,598",NA,NA,NA,NA,NA,NA,NA,NA,NA,539,156,Not Available,Not Available,Not Available,Not Available,18.340328,"ROY LESTER SCHNEIDER HOSPITAL,THE, 9048 SUGAR ESTATE, ST THOMAS, VI","usa, 9048 alton adams sr dr, st thomas 00802, u.s. virgin islands",801
480002,GOV JUAN F LUIS HOSPITAL & MEDICAL CTR,"$19,660","$12,735","$13,502",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,17.7337406,"GOV JUAN F LUIS HOSPITAL & MEDICAL CTR, #4007 EST DIAMOND RUBY, CHRISTIANSTED, ST CROIX, VI","4007 estate diamond ruby, christiansted, st croix 00820, usvi",820
490001,NORTON COMMUNITY HOSPITAL,Not Available,"$15,691","$15,730",Not Available,10 out of 10,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,236,72,"Medium (20,000 - 39,999 patients annually)",1,11,100,36.9317511,"NORTON COMMUNITY HOSPITAL, 100  15TH NW STREET, NORTON, VA","100 15th st nw, norton, va 24273, usa",24273
490002,RUSSELL COUNTY MEDICAL CENTER,Not Available,"$15,874","$14,197",Not Available,Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,160,40,"Low (0 - 19,999 patients annually)",0,16,82,36.8987894,"RUSSELL COUNTY MEDICAL CENTER, 58 CARROLL STREET, LEBANON, VA","58 carroll st, lebanon, va 24266, usa",24266
490004,SENTARA RMH MEDICAL CENTER,"$23,581","$16,457","$16,861","$20,839",3 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,9 out of 9,10 out of 10,352,158,"Very High (60,000+ patients annually)",2,100,100,38.4049034,"SENTARA RMH MEDICAL CENTER, 2010 HEALTH CAMPUS DRIVE, HARRISONBURG, VA","2010 health campus dr, harrisonburg, va 22801, usa",22801
490005,WINCHESTER MEDICAL CENTER,"$23,717","$15,695","$15,601","$21,863",4 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,0 out of 9,0 out of 10,306,127,"High (40,000 - 59,999 patients annually)",1,93,94,39.1939102,"WINCHESTER MEDICAL CENTER, 1840 AMHERST ST, WINCHESTER, VA","1840 amherst st, winchester, va 22601, usa",22601
490007,SENTARA NORFOLK GENERAL HOSPITAL,"$22,372","$16,679","$16,357",Not Available,2 out of 10,0 out of 10,0 out of 10,0.71,0,3.868,Not Available,0 out of 9,0 out of 10,418,166,"Very High (60,000+ patients annually)",2,95,85,36.8623828,"SENTARA NORFOLK GENERAL HOSPITAL, 600 GRESHAM DR, NORFOLK, VA","600 gresham dr, norfolk, va 23507, usa",23507
490009,UNIVERSITY OF VIRGINIA MEDICAL CENTER,"$21,994","$16,638","$17,010","$22,897",4 out of 10,1 out of 10,0 out of 10,0.71,0,0.977,0.703,0 out of 9,0 out of 10,417,129,"Very High (60,000+ patients annually)",3,92,88,38.0317588,"UNIVERSITY OF VIRGINIA MEDICAL CENTER, JEFFERSON PARK AVE, CHARLOTTESVILLE, VA","1300 jefferson park ave, charlottesville, va 22903, usa",22908
490011,BON SECOURS DEPAUL MEDICAL CENTER,"$22,627","$15,734","$16,696","$26,857",3 out of 10,7 out of 10,4 out of 10,0.71,0,0.419,0,6 out of 9,6 out of 10,367,160,"High (40,000 - 59,999 patients annually)",0,100,100,36.899332,"BON SECOURS DEPAUL MEDICAL CENTER, 150 KINGSLEY LANE, NORFOLK, VA","150 kingsley ln, norfolk, va 23505, usa",23505
490013,SENTARA HALIFAX REGIONAL HOSPITAL,"$21,035","$14,571","$16,500","$21,729",10 out of 10,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,268,116,"Medium (20,000 - 39,999 patients annually)",0,86,94,36.7126806,"SENTARA HALIFAX REGIONAL HOSPITAL, 2204 WILBORN AVENUE, SOUTH BOSTON, VA","2204 wilborn ave, south boston, va 24592, usa",24592
490017,BON SECOURS MARYVIEW MEDICAL CENTER,"$21,182","$15,485","$16,991","$23,688",7 out of 10,10 out of 10,10 out of 10,0.71,0,0,0,0 out of 9,0 out of 10,442,188,"Very High (60,000+ patients annually)",1,91,92,36.837162,"BON SECOURS MARYVIEW MEDICAL CENTER, 3636 HIGH STREET, PORTSMOUTH, VA","3636 high st, portsmouth, va 23707, usa",23707
490018,AUGUSTA HEALTH,"$25,598","$16,485","$16,526","$19,678",2 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,0 out of 9,10 out of 10,267,78,"Very High (60,000+ patients annually)",1,97,98,38.094524,"AUGUSTA HEALTH, 78 MEDICAL CENTER DRIVE, FISHERSVILLE, VA","78 medical center dr, fishersville, va 22939, usa",22939
490019,NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE,"$21,605","$16,286","$16,864","$22,701",10 out of 10,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,249,59,"Medium (20,000 - 39,999 patients annually)",1,Not Available,Not Available,38.4551574,"NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE, 501 SUNSET LANE, CULPEPER, VA","501 sunset ln, culpeper, va 22701, usa",22701
490020,JOHN RANDOLPH MEDICAL CENTER,"$23,850","$16,201","$17,972","$20,627",10 out of 10,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,252,63,"High (40,000 - 59,999 patients annually)",0,100,100,37.3078458,"JOHN RANDOLPH MEDICAL CENTER, 411 WEST RANDOLPH ROAD, HOPEWELL, VA","411 w randolph rd, hopewell, va 23860, usa",23860
490021,"CENTRA  HEALTH, INC","$20,170","$15,598","$17,193","$19,903",7 out of 10,6 out of 10,7 out of 10,0.71,0,0,0.701,7 out of 9,7 out of 10,335,141,"Very High (60,000+ patients annually)",2,93,99,37.4169828,"CENTRA  HEALTH, INC, 1901 TATE SPRINGS ROAD, LYNCHBURG, VA","1901 tate springs rd, lynchburg, va 24501, usa",24501
